account_id,business_name,industry,state,disbursement_date,funding_amount,repayment_term_months,factor_rate,origination_fee,repayment_status,monthly_payment_amount
ACC-0498,Lone Star Physical Therapy,Healthcare,NY,2023-10-29,74000,6,1.23,2014.54,On Track,15170.0
ACC-0499,New Day Trucking,Logistics,SC,2023-07-31,35000,12,1.327,918.13,Late,3870.42
ACC-0500,Lone Star Vision Center,Healthcare,HI,2024-07-09,44000,6,1.41,1100.83,Defaulted,10340.0
ACC-0501,Ironclad Emporium,Retail,MT,2023-04-22,58000,6,1.245,1670.75,On Track,12035.0
ACC-0502,Rocky Peak Direct,E-Commerce,SD,2023-06-18,95000,9,1.295,2006.29,On Track,13669.44
ACC-0503,Maple Lane Freight,Logistics,UT,2023-07-02,39500,6,1.435,823.38,Late,9447.08
ACC-0504,Summit Cartage,Logistics,NM,2024-10-24,20000,9,1.389,348.28,On Track,3086.67
ACC-0505,Harbor Smokehouse,Food & Beverage,NC,2024-11-21,19000,12,1.416,363.59,On Track,2242.0
ACC-0506,Golden State Pediatrics,Healthcare,UT,2024-01-01,27500,12,1.266,775.41,Late,2901.25
ACC-0507,Liberty Marketplace,E-Commerce,NY,2023-04-25,26500,12,1.449,586.07,Late,3199.88
ACC-0508,First Avenue Cafe,Food & Beverage,WV,2024-07-06,50500,12,1.196,1016.08,Late,5033.17
ACC-0509,Northwind Bistro,Food & Beverage,CT,2023-12-26,28500,9,1.306,519.89,Paid Off,4135.67
ACC-0510,Maple Lane Bistro,Food & Beverage,LA,2024-09-13,37500,12,1.294,835.29,On Track,4043.75
ACC-0511,Downtown Logistics Group,Logistics,CO,2023-09-21,36000,12,1.39,927.0,Defaulted,4170.0
ACC-0512,Downtown Excavation,Construction,CA,2024-12-31,43000,9,1.423,829.92,On Track,6798.78
ACC-0513,Meridian Fleet Services,Logistics,MS,2024-08-12,114000,18,1.369,3005.7,On Track,8670.33
ACC-0514,Copper Carpentry,Construction,ID,2023-06-13,79000,9,1.338,1931.3,Late,11744.67
ACC-0515,Emerald Fleet Services,Logistics,MA,2024-06-14,55500,6,1.278,1488.15,Paid Off,11821.5
ACC-0516,Urban Apparel,Retail,MI,2023-07-29,42500,9,1.303,797.45,Late,6153.06
ACC-0517,Sapphire Freight,Logistics,NY,2023-09-13,43500,9,1.303,1064.25,On Track,6297.83
ACC-0518,Prairie Outfitters,Retail,WV,2023-07-03,66000,9,1.156,1142.2,Defaulted,8477.33
ACC-0519,Old Town Urgent Care,Healthcare,TX,2024-05-13,76000,12,1.301,1554.73,Paid Off,8239.67
ACC-0520,Northwind Fulfillment,E-Commerce,ME,2023-07-12,33500,18,1.407,866.49,Paid Off,2618.58
ACC-0521,Sunrise Family Dental,Healthcare,KY,2024-04-11,56000,9,1.363,1370.6,Defaulted,8480.89
ACC-0522,Pioneer Dry Goods,Retail,RI,2024-03-01,18000,12,1.389,320.72,On Track,2083.5
ACC-0523,Compass Coffee Co.,Food & Beverage,CT,2024-07-02,62000,9,1.267,1728.26,Paid Off,8728.22
ACC-0524,Prairie Electric,Construction,NV,2024-12-27,83500,12,1.309,1319.32,Paid Off,9108.46
ACC-0525,Cedar Grove Cafe,Food & Beverage,MI,2023-01-07,47000,6,1.16,1124.63,Late,9086.67
ACC-0526,Harbor Bistro,Food & Beverage,GA,2024-12-24,149500,6,1.265,4448.72,Late,31519.58
ACC-0527,Rocky Peak Trucking,Logistics,NM,2023-03-21,34000,12,1.292,781.07,Paid Off,3660.67
ACC-0528,Copper Dry Goods,Retail,KY,2024-01-21,62000,12,1.227,1674.62,On Track,6339.5
ACC-0529,Coastal Dispatch,Logistics,GA,2023-09-07,54000,12,1.159,1292.1,On Track,5215.5
ACC-0530,Cedar Grove Logistics Group,Logistics,NC,2024-04-12,52000,12,1.357,1390.81,Defaulted,5880.33
ACC-0531,Beacon Direct,E-Commerce,FL,2024-06-11,51500,12,1.281,1278.95,Defaulted,5497.62
ACC-0532,Mainline Trading Co.,Retail,ND,2024-09-20,58500,9,1.275,1483.97,Defaulted,8287.5
ACC-0533,Hometown Emporium,Retail,FL,2023-10-21,87500,6,1.225,1611.5,On Track,17864.58
ACC-0534,Copper Pizzeria,Food & Beverage,MI,2024-11-12,117500,6,1.311,3069.96,On Track,25673.75
ACC-0535,Blue River Storefront,E-Commerce,SD,2023-08-24,55000,6,1.281,1021.28,Late,11742.5
ACC-0536,Ironclad Mercantile,Retail,ID,2023-05-30,86000,9,1.292,2555.03,Late,12345.78
ACC-0537,Emerald Dermatology,Healthcare,RI,2023-10-05,37500,9,1.324,690.63,On Track,5516.67
ACC-0538,Prairie Outfitters,Retail,OR,2024-01-22,84000,9,1.152,1558.22,Paid Off,10752.0
ACC-0539,Northwind Commerce Co.,E-Commerce,VA,2024-05-03,36000,12,1.422,1003.68,On Track,4266.0
ACC-0540,Beacon Outfitters,Retail,FL,2024-08-31,100000,9,1.171,1864.48,On Track,13011.11
ACC-0541,Highland Roofing,Construction,OK,2023-06-14,185500,12,1.285,3786.71,On Track,19863.96
ACC-0542,Oakline Dry Goods,Retail,WA,2023-08-10,51500,12,1.212,1324.56,On Track,5201.5
ACC-0543,Emerald Cafe,Food & Beverage,RI,2024-11-17,16500,9,1.307,286.79,On Track,2396.17
ACC-0544,Heritage Grill,Food & Beverage,GA,2023-11-18,40500,9,1.234,704.14,Defaulted,5553.0
ACC-0545,Evergreen HVAC Services,Construction,TN,2023-06-26,108500,12,1.408,2419.05,Paid Off,12730.67
ACC-0546,Silver Creek Mercantile,Retail,CO,2024-12-21,74500,12,1.269,1389.83,Defaulted,7878.38
ACC-0547,Market Street Medical Group,Healthcare,NJ,2023-11-25,63000,9,1.342,1167.7,On Track,9394.0
ACC-0548,Maple Lane Commerce Co.,E-Commerce,MO,2024-12-21,96000,9,1.225,1453.3,On Track,13066.67
ACC-0549,Granite Commerce Co.,E-Commerce,NE,2024-11-03,72000,12,1.156,1480.09,On Track,6936.0
ACC-0550,Compass Plumbing,Construction,MT,2024-10-24,107500,12,1.271,2125.68,Paid Off,11386.04
ACC-0551,Cedar Grove Electric,Construction,AK,2024-03-01,91000,6,1.311,1407.53,On Track,19883.5
ACC-0552,Vanguard Physical Therapy,Healthcare,MT,2024-08-06,127000,9,1.288,3088.45,Paid Off,18175.11
ACC-0553,Midtown Roofing,Construction,WA,2024-12-03,67000,18,1.439,1634.79,Late,5356.28
ACC-0554,Lakeside Cafe,Food & Beverage,MI,2023-07-16,90500,6,1.362,1453.61,Late,20543.5
ACC-0555,Blue River Fleet Services,Logistics,IN,2023-01-28,46500,18,1.449,918.64,On Track,3743.25
ACC-0556,Evergreen Commerce Co.,E-Commerce,WY,2023-08-23,39500,6,1.239,1109.64,On Track,8156.75
ACC-0557,Summit Remodeling,Construction,CA,2024-04-10,140500,12,1.387,3334.42,On Track,16239.46
ACC-0558,Midtown Dispatch,Logistics,MO,2024-02-05,62000,9,1.317,1313.14,On Track,9072.67
ACC-0559,Lakeside HVAC Services,Construction,MT,2023-02-28,85500,6,1.334,1878.99,Paid Off,19009.5
ACC-0560,Rocky Peak Dispatch,Logistics,MS,2024-02-14,59000,18,1.446,1069.33,On Track,4739.67
ACC-0561,Highland Fulfillment,E-Commerce,WA,2023-05-08,40000,9,1.346,1087.13,Paid Off,5982.22
ACC-0562,Hometown Emporium,Retail,MI,2024-01-05,55500,18,1.42,1593.41,On Track,4378.33
ACC-0563,Coastal Wellness Clinic,Healthcare,WI,2024-02-25,121000,9,1.368,3467.86,Defaulted,18392.0
ACC-0564,Urban Cafe,Food & Beverage,AR,2024-04-10,74500,18,1.188,1367.75,Defaulted,4917.0
ACC-0565,Silver Creek Fleet Services,Logistics,OR,2023-10-29,21500,18,1.36,422.71,On Track,1624.44
ACC-0566,Harbor Grill,Food & Beverage,NJ,2023-10-26,49000,12,1.295,853.06,Late,5287.92
ACC-0567,Hometown Smokehouse,Food & Beverage,IL,2024-05-11,146500,9,1.426,2872.57,On Track,23212.11
ACC-0568,Stonebridge Cafe,Food & Beverage,ID,2024-07-01,49000,12,1.392,979.61,Paid Off,5684.0
ACC-0569,Coastal Fulfillment,E-Commerce,OK,2024-08-13,20500,12,1.181,502.18,Late,2017.54
ACC-0570,Old Town Direct,E-Commerce,NY,2023-09-01,156000,18,1.19,2783.77,Late,10313.33
ACC-0571,Oakline Transport,Logistics,NM,2023-11-06,80000,9,1.171,2303.28,Late,10408.89
ACC-0572,Market Street Family Dental,Healthcare,AZ,2023-08-30,53000,9,1.298,876.96,On Track,7643.78
ACC-0573,Highland Cafe,Food & Beverage,NJ,2024-01-21,45000,6,1.174,679.64,Late,8805.0
ACC-0574,Stonebridge Apparel,Retail,WY,2023-04-04,99500,12,1.367,2768.51,Paid Off,11334.71
ACC-0575,Summit Trading Co.,Retail,AL,2023-11-11,41000,18,1.316,1047.82,On Track,2997.56
ACC-0576,Trailhead Pediatrics,Healthcare,MS,2023-05-18,103500,6,1.401,2104.2,On Track,24167.25
ACC-0577,Evergreen Cartage,Logistics,MO,2024-01-25,74000,12,1.234,1771.0,Late,7609.67
ACC-0578,New Day Marketplace,E-Commerce,VT,2024-09-13,63000,18,1.306,1156.25,Paid Off,4571.0
ACC-0579,Cedar Grove Dispatch,Logistics,IA,2024-12-21,59500,6,1.185,1042.79,On Track,11751.25
ACC-0580,Liberty Outfitters,Retail,MS,2023-11-23,50000,6,1.415,1103.36,Defaulted,11791.67
ACC-0581,Hometown Apparel,Retail,OK,2023-02-11,98000,12,1.203,1989.19,Paid Off,9824.5
ACC-0582,Stonebridge Express,Logistics,AR,2023-06-16,34000,12,1.181,823.77,On Track,3346.17
ACC-0583,Pioneer Market,Retail,SD,2023-03-18,22500,6,1.212,411.13,On Track,4545.0
ACC-0584,Coastal Emporium,Retail,TN,2024-07-09,77000,12,1.392,1920.68,Paid Off,8932.0
ACC-0585,Hometown Wellness Clinic,Healthcare,OK,2024-12-20,78000,12,1.182,2067.23,Late,7683.0
ACC-0586,Hometown Fleet Services,Logistics,NC,2024-02-09,71500,18,1.334,1251.22,Paid Off,5298.94
ACC-0587,Patriot Plumbing,Construction,PA,2023-05-10,69000,18,1.374,1080.39,On Track,5267.0
ACC-0588,Willow Boutique,Retail,SC,2023-01-16,46000,12,1.375,993.32,Paid Off,5270.83
ACC-0589,Keystone Delivery Co.,Logistics,VA,2024-12-14,85000,12,1.207,2261.88,Paid Off,8549.58
ACC-0590,Ironclad Logistics Group,Logistics,MI,2023-08-20,53500,9,1.168,1324.75,Late,6943.11
ACC-0591,Heritage Masonry,Construction,MN,2023-03-23,42000,12,1.285,1072.19,On Track,4497.5
ACC-0592,Ironclad Logistics Group,Logistics,NY,2023-05-10,46500,6,1.211,978.48,Late,9385.25
ACC-0593,Brookstone Pizzeria,Food & Beverage,GA,2023-07-06,167000,12,1.36,3093.54,On Track,18926.67
ACC-0594,Hometown Transport,Logistics,TX,2024-04-24,21000,6,1.257,482.51,On Track,4399.5
ACC-0595,Redwood Smokehouse,Food & Beverage,RI,2024-10-13,72500,12,1.285,1309.75,Paid Off,7763.54
ACC-0596,Cedar Grove HVAC Services,Construction,NY,2023-07-21,22000,6,1.184,569.66,Paid Off,4341.33
ACC-0597,Lakeside DTC,E-Commerce,KS,2024-05-17,52000,9,1.32,933.63,On Track,7626.67
ACC-0598,Compass Builders,Construction,LA,2023-02-17,43500,9,1.206,842.55,Late,5829.0
ACC-0599,Willow Outlet,E-Commerce,MI,2023-01-08,17500,12,1.354,395.47,On Track,1974.58
ACC-0600,Lakeside Direct,E-Commerce,ND,2023-02-10,68000,12,1.171,1516.44,On Track,6635.67
ACC-0601,Market Street Online,E-Commerce,RI,2024-11-05,44500,6,1.443,1068.57,On Track,10702.25
ACC-0602,Highland HVAC Services,Construction,ND,2024-03-01,17500,18,1.355,377.33,On Track,1317.36
ACC-0603,Horizon Contracting,Construction,WA,2024-08-11,87500,18,1.205,2519.31,Paid Off,5857.64
ACC-0604,Sunrise Outfitters,Retail,WI,2023-01-16,121000,9,1.154,3339.48,Late,15514.89
ACC-0605,Horizon Masonry,Construction,OK,2023-01-17,125000,12,1.25,3523.34,Paid Off,13020.83
ACC-0606,Bayview Shop,E-Commerce,ME,2024-09-12,67000,9,1.196,1637.66,On Track,8903.56
ACC-0607,Stonebridge Smokehouse,Food & Beverage,NJ,2023-03-17,56500,6,1.216,1385.67,On Track,11450.67
ACC-0608,Heritage Shop,E-Commerce,MI,2023-04-24,114000,12,1.412,2751.73,On Track,13414.0
ACC-0609,Prairie Logistics Group,Logistics,NY,2024-01-15,138500,6,1.331,2980.97,Paid Off,30723.92
ACC-0610,Vanguard Cartage,Logistics,SD,2024-03-19,102500,18,1.203,2032.74,On Track,6850.42
ACC-0611,Downtown Hauling,Logistics,ME,2023-06-17,33000,18,1.317,788.04,On Track,2414.5
ACC-0612,Heritage Vision Center,Healthcare,MT,2023-11-22,61500,12,1.227,946.05,Late,6288.38
ACC-0613,Evergreen HVAC Services,Construction,AZ,2024-05-08,70000,12,1.443,1057.83,Paid Off,8417.5
ACC-0614,Emerald Dermatology,Healthcare,OR,2023-11-20,20500,12,1.16,569.38,On Track,1981.67
ACC-0615,Cedar Grove Plumbing,Construction,MO,2023-10-07,71000,18,1.37,1114.44,On Track,5403.89
ACC-0616,Willow Digital,E-Commerce,MN,2023-02-22,192000,9,1.382,4391.41,Paid Off,29482.67
ACC-0617,Harbor Coffee Co.,Food & Beverage,NE,2023-11-27,78000,6,1.17,1889.54,On Track,15210.0
ACC-0618,Crossroads Eatery,Food & Beverage,HI,2024-08-09,123500,12,1.202,2219.61,On Track,12370.58
ACC-0619,Sapphire Boutique,Retail,NJ,2024-04-03,61000,9,1.265,1734.59,Late,8573.89
ACC-0620,Crossroads Emporium,Retail,PA,2024-10-14,53000,9,1.41,946.13,On Track,8303.33
ACC-0621,Lakeside Home Health,Healthcare,LA,2023-04-03,68000,6,1.311,1922.21,On Track,14858.0
ACC-0622,Compass Medical Group,Healthcare,CT,2023-01-09,35000,12,1.347,925.57,On Track,3928.75
ACC-0623,Cascade Apparel,Retail,MD,2024-02-05,32500,9,1.385,604.86,On Track,5001.39
ACC-0624,Rocky Peak Vision Center,Healthcare,GA,2023-05-11,110500,6,1.398,1907.36,On Track,25746.5
ACC-0625,Compass DTC,E-Commerce,ME,2024-03-10,117000,6,1.293,2309.99,On Track,25213.5
ACC-0626,Oakline Bakery,Food & Beverage,NY,2024-10-22,32000,9,1.303,671.02,Paid Off,4632.89
ACC-0627,Coastal Dermatology,Healthcare,CO,2023-09-04,93500,18,1.365,1747.21,On Track,7090.42
ACC-0628,Vanguard Urgent Care,Healthcare,PA,2024-02-06,52500,9,1.229,1574.13,Late,7169.17
ACC-0629,Beacon Storefront,E-Commerce,ID,2024-05-13,66500,12,1.406,1226.58,Defaulted,7791.58
ACC-0630,Highland Chiropractic,Healthcare,VT,2023-04-20,71000,12,1.156,1949.63,On Track,6839.67
ACC-0631,First Avenue Electric,Construction,OR,2024-10-17,95000,9,1.209,1651.74,On Track,12761.67
ACC-0632,Stonebridge Pizzeria,Food & Beverage,IN,2023-05-29,57500,12,1.39,1707.96,Late,6660.42
ACC-0633,Sapphire Vision Center,Healthcare,NH,2024-08-13,119500,12,1.252,2196.75,Defaulted,12467.83
ACC-0634,Beacon Dermatology,Healthcare,CO,2024-04-27,65000,12,1.195,1386.15,Late,6472.92
ACC-0635,Midtown Grill,Food & Beverage,CA,2023-04-14,77500,6,1.206,1811.83,On Track,15577.5
ACC-0636,Silver Creek Masonry,Construction,WV,2024-06-13,35000,6,1.309,588.15,On Track,7635.83
ACC-0637,Prairie Bakery,Food & Beverage,SD,2023-05-24,180500,18,1.404,4919.04,On Track,14079.0
ACC-0638,Patriot Grill,Food & Beverage,DE,2024-03-14,71000,12,1.171,1357.54,Late,6928.42
ACC-0639,Lone Star HVAC Services,Construction,IA,2024-12-02,81500,18,1.159,1893.98,Paid Off,5247.69
ACC-0640,Golden State Trucking,Logistics,GA,2024-11-27,22500,18,1.29,523.0,On Track,1612.5
ACC-0641,Hometown Builders,Construction,MD,2024-09-28,35000,6,1.437,841.39,Paid Off,8382.5
ACC-0642,Midtown Hauling,Logistics,IA,2023-12-28,108500,12,1.234,1717.8,On Track,11157.42
ACC-0643,Maple Lane Hauling,Logistics,KY,2024-02-14,64500,9,1.438,1130.64,Paid Off,10305.67
ACC-0644,Beacon Pediatrics,Healthcare,NE,2023-08-08,19000,12,1.416,330.94,On Track,2242.0
ACC-0645,Downtown Builders,Construction,GA,2024-11-04,97500,6,1.235,1904.25,Paid Off,20068.75
ACC-0646,First Avenue Bakery,Food & Beverage,VT,2023-12-15,41000,9,1.395,704.12,Paid Off,6355.0
ACC-0647,Pioneer Wellness Clinic,Healthcare,OR,2024-07-18,119500,12,1.356,3445.04,Paid Off,13503.5
ACC-0648,Oakline Storefront,E-Commerce,RI,2023-09-20,52500,12,1.304,1191.45,On Track,5705.0
ACC-0649,Keystone Express,Logistics,FL,2024-06-25,61500,12,1.277,1497.75,Late,6544.62
ACC-0650,Compass Transport,Logistics,OK,2023-06-14,105000,9,1.395,2138.04,Paid Off,16275.0
ACC-0651,Trailhead Pediatrics,Healthcare,TN,2024-06-20,33500,9,1.388,641.31,On Track,5166.44
ACC-0652,Oakline Digital,E-Commerce,FL,2023-02-03,32000,18,1.377,721.53,On Track,2448.0
ACC-0653,Market Street Bistro,Food & Beverage,PA,2023-03-18,49500,9,1.449,961.03,Paid Off,7969.5
ACC-0654,Meridian Contracting,Construction,LA,2023-09-15,86500,9,1.294,1743.38,On Track,12436.78
ACC-0655,Lakeside Direct,E-Commerce,SC,2023-12-19,26500,12,1.392,577.47,On Track,3074.0
ACC-0656,Lakeside DTC,E-Commerce,MS,2024-06-04,22000,9,1.409,496.89,On Track,3444.22
ACC-0657,Trailhead Carpentry,Construction,SD,2023-09-20,86500,12,1.213,2574.65,On Track,8743.71
ACC-0658,Compass Direct,E-Commerce,DE,2023-01-14,39500,9,1.163,724.82,On Track,5104.28
ACC-0659,New Day Supply Co.,Retail,MD,2023-08-26,44500,12,1.271,993.22,Paid Off,4713.29
ACC-0660,Willow Pizzeria,Food & Beverage,IN,2023-11-18,20000,18,1.407,344.85,On Track,1563.33
ACC-0661,Meridian Smokehouse,Food & Beverage,IL,2024-02-02,38000,18,1.237,769.5,Paid Off,2611.44
ACC-0662,Sapphire Masonry,Construction,KS,2024-04-15,55000,12,1.36,1416.78,On Track,6233.33
ACC-0663,Compass Mercantile,Retail,MD,2023-07-01,91500,9,1.152,1611.95,On Track,11712.0
ACC-0664,Downtown Coffee Co.,Food & Beverage,CT,2024-03-22,36000,12,1.257,853.93,On Track,3771.0
ACC-0665,Evergreen Shop,E-Commerce,OK,2024-04-06,137000,12,1.335,2911.32,Late,15241.25
ACC-0666,Vanguard Carpentry,Construction,NV,2024-07-21,37500,12,1.189,591.51,Defaulted,3715.62
ACC-0667,Pine Hollow Shop,E-Commerce,TN,2024-01-17,38000,12,1.419,1101.85,On Track,4493.5
ACC-0668,Rocky Peak Hauling,Logistics,OK,2024-08-15,128000,12,1.197,2714.12,On Track,12768.0
ACC-0669,Willow Freight,Logistics,DE,2023-06-11,62000,12,1.423,1659.05,On Track,7352.17
ACC-0670,Cedar Grove Emporium,Retail,AR,2024-06-04,40500,12,1.215,860.41,On Track,4100.62
ACC-0671,Vanguard Express,Logistics,MI,2023-02-03,50500,9,1.448,1467.55,Late,8124.89
ACC-0672,New Day DTC,E-Commerce,MO,2023-03-17,116000,9,1.331,2245.42,On Track,17155.11
ACC-0673,Coastal Marketplace,E-Commerce,IL,2024-09-24,123000,12,1.175,2605.57,Defaulted,12043.75
ACC-0674,Oakline Apparel,Retail,SC,2023-12-14,35000,6,1.17,923.4,Paid Off,6825.0
ACC-0675,Mainline Commerce Co.,E-Commerce,NJ,2024-03-29,53500,18,1.172,1078.29,On Track,3483.44
ACC-0676,Midtown Plumbing,Construction,PA,2024-03-17,58000,12,1.327,1186.99,Late,6413.83
ACC-0677,Mainline Fulfillment,E-Commerce,CO,2024-05-22,32000,6,1.393,957.52,On Track,7429.33
ACC-0678,Vanguard Emporium,Retail,SD,2023-06-29,53500,12,1.271,1248.38,Late,5666.54
ACC-0679,Rocky Peak DTC,E-Commerce,HI,2023-05-11,55000,12,1.283,1393.74,On Track,5880.42
ACC-0680,Pioneer Delivery Co.,Logistics,MN,2023-02-01,103000,12,1.327,2539.15,Late,11390.08
ACC-0681,Pioneer Roofing,Construction,MI,2024-09-24,107000,9,1.31,2933.82,On Track,15574.44
ACC-0682,Prairie Apparel,Retail,TN,2023-06-13,46000,18,1.356,1284.66,On Track,3465.33
ACC-0683,Old Town Fleet Services,Logistics,IN,2024-02-25,49000,9,1.292,1148.99,Late,7034.22
ACC-0684,Downtown Express,Logistics,IL,2023-11-29,79500,12,1.364,1543.76,On Track,9036.5
ACC-0685,Keystone Smokehouse,Food & Beverage,KY,2023-04-29,40000,6,1.449,613.68,On Track,9660.0
ACC-0686,Blue River Remodeling,Construction,ME,2023-10-30,76000,12,1.255,1840.42,Late,7948.33
ACC-0687,Crossroads Medical Group,Healthcare,GA,2023-03-02,52500,12,1.154,1437.56,On Track,5048.75
ACC-0688,Northwind Storefront,E-Commerce,FL,2023-05-10,32500,12,1.188,707.14,Late,3217.5
ACC-0689,Copper Chiropractic,Healthcare,ID,2023-04-13,32500,9,1.316,567.79,Paid Off,4752.22
ACC-0690,Brookstone HVAC Services,Construction,MS,2024-08-25,122000,12,1.253,2357.19,Paid Off,12738.83
ACC-0691,Patriot Transport,Logistics,LA,2024-02-19,50500,12,1.432,1143.82,On Track,6026.33
ACC-0692,Emerald Masonry,Construction,MD,2024-11-07,135500,9,1.338,3733.05,On Track,20144.33
ACC-0693,Brookstone Transport,Logistics,OK,2023-11-15,41500,18,1.306,729.42,Defaulted,3011.06
ACC-0694,Downtown Transport,Logistics,IL,2023-05-28,64500,12,1.389,1559.76,On Track,7465.88
ACC-0695,Lone Star Supply Co.,Retail,VA,2024-03-20,205000,18,1.228,5391.61,On Track,13985.56
ACC-0696,Coastal Grill,Food & Beverage,PA,2024-11-10,30500,18,1.396,885.74,On Track,2365.44
ACC-0697,Lakeside Roofing,Construction,FL,2024-01-25,19500,18,1.151,326.64,On Track,1246.92
ACC-0698,Heritage Commerce Co.,E-Commerce,KS,2023-01-14,111500,12,1.336,3221.89,Paid Off,12413.67
ACC-0699,Lakeside Dry Goods,Retail,GA,2023-08-10,35000,12,1.43,840.77,Late,4170.83
ACC-0700,Granite Outfitters,Retail,IN,2024-11-07,54500,6,1.386,1444.28,Late,12589.5
ACC-0701,Coastal Online,E-Commerce,ME,2024-01-14,40000,12,1.406,632.26,Late,4686.67
ACC-0702,Blue River Shop,E-Commerce,CT,2024-11-26,63500,12,1.269,1434.61,On Track,6715.12
ACC-0703,Rocky Peak Pizzeria,Food & Beverage,AL,2024-01-08,32500,12,1.397,791.03,On Track,3783.54
ACC-0704,Maple Lane Eatery,Food & Beverage,MI,2023-01-09,50000,18,1.315,980.13,On Track,3652.78
ACC-0705,Northwind Outfitters,Retail,OK,2024-09-30,70500,6,1.336,1513.97,Paid Off,15698.0
ACC-0706,Patriot Storefront,E-Commerce,KS,2024-07-11,31500,9,1.168,734.41,On Track,4088.0
ACC-0707,Emerald Outfitters,Retail,UT,2024-06-06,37500,12,1.21,873.31,Paid Off,3781.25
ACC-0708,Copper Shop,E-Commerce,ME,2024-12-10,45500,9,1.315,711.07,On Track,6648.06
ACC-0709,Rocky Peak Dermatology,Healthcare,VA,2023-05-24,25000,6,1.168,539.81,Late,4866.67
ACC-0710,Lakeside Wellness Clinic,Healthcare,ID,2024-10-24,43500,6,1.372,792.02,Late,9947.0
ACC-0711,Old Town Contracting,Construction,NE,2023-06-20,58500,12,1.402,1681.9,Late,6834.75
ACC-0712,Blue River Marketplace,E-Commerce,RI,2024-12-10,44000,9,1.426,1304.54,On Track,6971.56
ACC-0713,Prairie Masonry,Construction,AZ,2023-05-20,47500,6,1.181,926.0,Defaulted,9349.58
ACC-0714,Market Street Carpentry,Construction,WA,2024-02-07,54500,6,1.432,960.71,On Track,13007.33
ACC-0715,Lakeside Fleet Services,Logistics,ME,2024-07-31,38500,9,1.17,704.26,On Track,5005.0
ACC-0716,Brookstone Builders,Construction,MO,2023-02-27,80500,6,1.292,1784.39,On Track,17334.33
ACC-0717,Keystone Digital,E-Commerce,NY,2023-02-18,121000,12,1.402,3402.23,On Track,14136.83
ACC-0718,Sapphire Medical Group,Healthcare,NC,2024-09-13,42500,12,1.171,956.27,Paid Off,4147.29
ACC-0719,Golden State Bistro,Food & Beverage,AK,2023-02-14,72000,9,1.155,1139.82,On Track,9240.0
ACC-0720,Lone Star Commerce Co.,E-Commerce,UT,2024-03-24,48000,12,1.157,748.72,On Track,4628.0
ACC-0721,Northwind Goods,Retail,NY,2024-11-16,67000,6,1.303,1233.53,Paid Off,14550.17
ACC-0722,Rocky Peak Trucking,Logistics,WY,2024-03-25,130000,9,1.393,3593.4,Late,20121.11
ACC-0723,Vanguard Express,Logistics,MS,2023-12-18,73000,18,1.188,1775.52,Paid Off,4818.0
ACC-0724,Granite Outfitters,Retail,NM,2023-11-02,20500,12,1.187,480.61,Paid Off,2027.79
ACC-0725,Stonebridge HVAC Services,Construction,MN,2024-04-11,70500,18,1.321,1394.81,On Track,5173.92
ACC-0726,Pine Hollow Supply Co.,Retail,VT,2024-02-23,108500,9,1.22,3140.14,Late,14707.78
ACC-0727,Golden State Electric,Construction,TN,2024-01-02,48500,9,1.369,968.43,On Track,7377.39
ACC-0728,Lakeside Goods,Retail,VA,2023-04-23,95000,9,1.435,2614.8,On Track,15147.22
ACC-0729,Horizon Pediatrics,Healthcare,MT,2024-04-29,37500,9,1.38,1066.45,On Track,5750.0
ACC-0730,Summit Outlet,E-Commerce,SC,2024-06-24,24500,18,1.413,545.13,Paid Off,1923.25
ACC-0731,Blue River Carpentry,Construction,LA,2024-06-02,59500,6,1.306,1690.65,On Track,12951.17
ACC-0732,Blue River Vision Center,Healthcare,MS,2023-02-24,21000,18,1.4,402.19,Paid Off,1633.33
ACC-0733,Copper Freight,Logistics,RI,2024-05-28,48000,18,1.205,1194.07,On Track,3213.33
ACC-0734,Patriot Remodeling,Construction,CA,2024-06-17,111500,12,1.171,1819.62,On Track,10880.54
ACC-0735,Copper Smokehouse,Food & Beverage,OK,2023-05-15,19000,9,1.347,420.07,On Track,2843.67
ACC-0736,Midtown Plumbing,Construction,AL,2024-09-12,27000,12,1.166,493.02,On Track,2623.5
ACC-0737,Lakeside HVAC Services,Construction,NJ,2024-01-18,31000,9,1.418,494.18,On Track,4884.22
ACC-0738,Oakline Chiropractic,Healthcare,MS,2023-12-12,53000,12,1.357,797.96,Paid Off,5993.42
ACC-0739,Redwood Builders,Construction,MS,2024-06-12,45000,9,1.436,894.21,On Track,7180.0
ACC-0740,Coastal Hauling,Logistics,MO,2024-01-08,118500,18,1.244,2825.39,On Track,8189.67
ACC-0741,Meridian Plumbing,Construction,MO,2024-02-03,93000,12,1.296,2030.05,Paid Off,10044.0
ACC-0742,Midtown Remodeling,Construction,MA,2023-08-17,72000,12,1.373,1405.91,On Track,8238.0
ACC-0743,Patriot Commerce Co.,E-Commerce,MN,2024-11-09,59500,12,1.223,1777.15,On Track,6064.04
ACC-0744,Trailhead Eatery,Food & Beverage,NH,2024-12-09,68500,12,1.313,1992.86,On Track,7495.04
ACC-0745,Keystone HVAC Services,Construction,RI,2023-04-06,34000,18,1.348,574.08,On Track,2546.22
ACC-0746,Highland Urgent Care,Healthcare,NV,2024-06-19,88000,6,1.444,1867.94,On Track,21178.67
ACC-0747,Northwind Storefront,E-Commerce,NC,2023-01-18,30000,18,1.373,741.98,Paid Off,2288.33
